"Category";"CommonName";"FullName";"ShortName";"OrgInfo";"ObjectAddress";"ChiefOrg";"ChiefName";"ChiefPosition";"PublicPhone";"Fax";"Email";"WorkingHours";"ClarificationOfWorkingHours";"WebSite";"NumOfSeats";"NumOfReaders";"NumOfVisitors";"global_id";"geoData";"geodata_center";
"Библиотека";"Библиотека №151";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Библиотека №151";"ГБУ г. Москвы «ОКЦ ЮАО». Библиотека №151";"nested data";"nested data";"Префектура Южного административного округа";"Трофимова Ирина Юрьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день. График работы по адресу Сумской проезд д.3. кв. 1 - закрыто.";"kulturauao.ru";"800";"76900";"559500";"2639269720";"{coordinates=[[37.610677695, 55.632016771], [37.598783392, 55.616558329], [37.601346206, 55.639282987]], type=MultiPoint}";"";
"Библиотека";"Библиотека №55";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Библиотека №55";"ГБУ г. Москвы «ОКЦ СВАО». Библиотека №55";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Солдаткин Александр Александрович";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца. Режим работы библиотеки по адресу Проспект Мира 198. к.2: вторник-пятница 12:00-21:00. суббота-воскресенье 12:00-20:00. понедельник выходной.";"культурасвао.рф";"95";"1301";"33976";"2639269722";"{coordinates=[[37.666759044, 55.836474713], [37.661946821, 55.837341602]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 124";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека № 124";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №124";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Арутюнян Гоар Апетовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день. Режим работы библиотеки по адресу ул. Сайкина. д. 9/1: вт.-сб. с 12:00 до 20:00 пн. воскр. - выходной день.";"cbsuvao.ru";"113";"821";"21420";"2639269725";"{coordinates=[[37.666484714, 55.71144211], [37.66862, 55.707396076]], type=MultiPoint}";"";
"Библиотека";"Библиотека №56";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Библиотека №56";"ГБУ г. Москвы «ОКЦ СВАО». Библиотека №56";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Данько Наталья Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день — последний вторник месяца. Режим работы подразделения по адресу ул. Римского-Корсакова: вт-сб с 12.00-21.00. вск с 12.00-20.00. вн выходной день.";"культурасвао.рф";"80";"2290";"30800";"2639269731";"{coordinates=[[37.606331869, 55.873885468], [37.587471, 55.8676]], type=MultiPoint}";"";
"Библиотека";"Библиотека им. Н.А. Добролюбова";"Государственное бюджетное учреждение культуры города Москвы «Музейное объединение «Музей Москвы», Библиотека им. Н.А. Добролюбова";"ГБУК города Москвы «Музейное объединение «Музей Москвы», Библиотека им. Н.А. Добролюбова";"nested data";"nested data";"Государственное бюджетное учреждение культуры города Москвы «Музейное объединение «Музей Москвы»";"Трапкова Анна Владимировна";"генеральный директор";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца санитарный день.";"mosmuseum.ru";"";"";"";"2639269736";"{coordinates=[[37.582313251, 55.749758411]], type=MultiPoint}";"";
"Библиотека";"Библиотека №6 имени В. В. Вересаева";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа». Библиотека №6 имени В. В. Вересаева";"ГБУ г. Москвы «ОКЦ ЦАО». Библиотека №6 имени В. В. Вересаева";"nested data";"nested data";"Префектура Центрального административного округа";"Донская Татьяна Викторовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца – санитарный день.

В период с 1 по 8 января 2026 г. библиотека не работает. 
31 декабря 2025 г. 10.00 – 17.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"12";"3000";"23203";"2639269737";"{coordinates=[[37.580883717, 55.743581658]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 97";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека № 97";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека № 97";"nested data";"nested data";"Префектура Восточного административного округа";"Кузнецова Анна Георгевна";"исполняющий обязанности руководителя";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturavao.ru";"13";"1538";"24885";"2639269738";"{coordinates=[[37.870092764, 55.741887953], [37.873236369, 55.745483075], [37.853860091, 55.737988029]], type=MultiPoint}";"";
"Библиотека";"Библиотека №234";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Западного административного округа». Библиотека №234";"ГБУ г. Москвы «ОКЦ СЗАО». Библиотека №234";"nested data";"nested data";"Префектура Северо-Западного административного округа";"Процкая Александра Михайловна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца";"kulturaszao.ru";"30";"1920";"10326";"2639269741";"{coordinates=[[37.459036326, 55.815698873]], type=MultiPoint}";"";
"Библиотека";"Библиотека №252";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Зеленоградского административного округа». Библиотека №252";"ГБУ г. Москвы «ОКЦ ЗелАО». Библиотека №252";"nested data";"nested data";"Префектура Зеленоградского административного округа";"Павлова Ирина Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturazelao.ru";"80";"2525";"45422";"2639269742";"{coordinates=[[55.986942406, 37.159717858]], type=MultiPoint}";"";
"Библиотека";"Библиотека №115";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №115";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №115";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Сонина Наталия Витальевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"cbsuvao.ru";"52";"1116";"22147";"2639269748";"{coordinates=[[37.782957165, 55.708541328]], type=MultiPoint}";"";
"Библиотека";"Библиотека №32";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Библиотека №32";"ГБУ г. Москвы «ОКЦ САО». Библиотека №32";"nested data";"nested data";"Префектура Северного административного округа";"Белова Анна Ростиславовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Режим работы: ул. Восьмого Марта .д.15 - закрыто на капитальный ремонт. Последний вторник месяца - санитарный день";"kulturasao.ru";"60";"1867";"33796";"2639269749";"{coordinates=[[37.545804488, 55.797613927]], type=MultiPoint}";"";
"Библиотека";"Библиотека №233";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Западного административного округа». Библиотека №233";"ГБУ г. Москвы «ОКЦ СЗАО». Библиотека №233";"nested data";"nested data";"Префектура Северо-Западного административного округа";"Павелко Юлия Вадимовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Временный режим работы. Последний вторник месяца - санитарный день.";"kulturaszao.ru";"10";"2574";"13896";"2639269751";"{coordinates=[[37.353123855, 55.84860033]], type=MultiPoint}";"";
"Библиотека";"Библиотека №225 им. М.Н. Задорнова";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Западного административного округа». Библиотека №225 им. М.Н. Задорнова";"ГБУ г. Москвы «ОКЦ СЗАО». Библиотека №225 им. М.Н. Задорнова";"nested data";"nested data";"Префектура Северо-Западного административного округа";"Сидоркин Сергей Юрьевич";"заведующий";"nested data";"nested data";"nested data";"nested data";"Временный режим обслуживания. Санитарный день: последний вторник месяца";"kulturaszao.ru";"45";"1746";"12857";"2639269752";"{coordinates=[[37.492617583, 55.773557959]], type=MultiPoint}";"";
"Библиотека";"Библиотека №264";"Государственное бюджетное учреждение города Москвы «Центр досуга и спорта Троицкого и Новомосковского административных округов города Москвы». Библиотека №264";"ГБУ «ЦДС ТиНАО». Библиотека №264";"nested data";"nested data";"Префектура Троицкого и Новомосковского административных округов";"Юсова Елена Николаевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"kulturatinao.ru";"16";"1955";"14474";"2639269753";"{coordinates=[[37.477414822, 55.570022007]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №228";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Западного административного округа». Детская библиотека №228";"ГБУ г. Москвы «ОКЦ СЗАО». Детская библиотека №228";"nested data";"nested data";"Префектура Северо-Западного административного округа";"Абдульманова Альфия Наилевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: нет. временный режим работы. Фонд связан.";"kulturaszao.ru";"20";"1632";"14783";"2639269754";"{coordinates=[[37.433818197, 55.862325152]], type=MultiPoint}";"";
"Библиотека";"Библиотека №220";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Западного административного округа». Библиотека №220";"ГБУ г. Москвы «ОКЦ ЗАО». Библиотека №220";"nested data";"nested data";"Префектура Западного административного округа";"Соболева Ирина Викторовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturazao.ru";"6";"2344";"15000";"2639269758";"{coordinates=[[37.45430565, 55.683687928]], type=MultiPoint}";"";
"Библиотека";"Библиотека №229";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Западного административного округа». Библиотека №229";"ГБУ г. Москвы «ОКЦ СЗАО». Библиотека №229";"nested data";"nested data";"Префектура Северо-Западного административного округа";"Солецкая Елена Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца";"kulturaszao.ru";"24";"1429";"11960";"2639269759";"{coordinates=[[55.857205385, 37.419781475]], type=MultiPoint}";"";
"Библиотека";"Библиотека №13 имени Н. Г. Чернышевского";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа». Библиотека №13 имени Н. Г. Чернышевского";"ГБУ г. Москвы «ОКЦ ЦАО». Библиотека №13 имени Н. Г. Чернышевского";"nested data";"nested data";"Префектура Центрального административного округа";"Миронова Оксана Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Библиотека работает по основному графику. График работы отдела по адресу: 115035. г. Москва. набережная Космодамианская. д. 4/22. корп. В: Вторник - суббота 10.00-21.00. Воскресенье 10.00 – 20.00. Понедельник – выходной. Санитарный день – последний вторник месяца.

В период с 1 по 8 января 2026 г. библиотека не работает. 
31 декабря 2025 г. 10.00 – 17.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"45";"9042";"46936";"2639269760";"{coordinates=[[37.63877011, 55.745162893], [37.632976538, 55.738301326]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №121";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Детская библиотека №121";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №121";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Арутюнян Гоар Апетовна";"исполняющий обязанности руководителя";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день. Режим работы библиотеки по адресу ул. Трофимова. д. 29: вт.-вс. с 12:00-20:00. пн. вс. - выходной день.";"cbsuvao.ru";"233";"802";"28522";"2639269764";"{coordinates=[[37.67350175, 55.703526532], [37.681005215, 55.702877138], [37.681000518, 55.707795698]], type=MultiPoint}";"";
"Библиотека";"Библиотека №68";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Библиотека №68";"ГБУ г. Москвы «ОКЦ СВАО». Библиотека №68";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Стрельцова Светлана Николаевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"культурасвао.рф";"48";"1606";"25064";"2639269774";"{coordinates=[[37.70077846, 55.878746543]], type=MultiPoint}";"";
"Библиотека";"Библиотека №256";"Государственное бюджетное учреждение города Москвы «Центр досуга и спорта Троицкого и Новомосковского административных округов города Москвы». Библиотека №256";"ГБУ «ЦДС ТиНАО». Библиотека №256";"nested data";"nested data";"Префектура Троицкого и Новомосковского административных округов";"Мосежная Алла Валерьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturatinao.ru";"2";"272";"3555";"2639269775";"{coordinates=[[37.258392804, 55.635339174]], type=MultiPoint}";"";
"Библиотека";"Библиотека №50";"Государственное бюджетное учреждение культуры города Москвы «Объединение культурных центров Восточного административного округа». Библиотека №50";"ГБУК г.Москвы «ОКЦ CВАО». Библиотека №50";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Миронова Светлана Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"bibliosvao.ru";"65";"";"";"2639269789";"{coordinates=[[37.61548141, 55.795625755], [37.610807747, 55.798725975]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 108";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека № 108";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №108";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Арзанян Гаяне Сережаевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца – санитарный день.";"cbsuvao.ru";"20";"1637";"17916";"2639269790";"{coordinates=[[37.844094252, 55.698079713]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 172";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №172";"ГБУ г. Москвы «Атлант». Библиотека №172";"nested data";"nested data";"Префектура Юго-западного административного округа";"Светочева Наталья Геннадьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: Последний вторник месяца";"kulturauzao.ru";"44";"6028";"60000";"2639269791";"{coordinates=[[37.523210612, 55.667656572], [37.523128, 55.667232]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 147 им. С.С. Орлова";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Библиотека № 147 им. С.С. Орлова";"ГБУ г. Москвы «ОКЦ ЮАО». Библиотека № 147 им. С.С. Орлова";"nested data";"nested data";"Префектура Южного административного округа";"Каневская Кристина Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последняя пятница месяца - санитарный день. График работы по адресу Домодедовская улица. д. 44 - вт.-сб. - 12:00 до 20:00. пн, вс. - выходной.";"kulturauao.ru";"50";"6071";"46017";"2639269795";"{coordinates=[[37.714837301, 55.601129065], [37.708799, 55.611736]], type=MultiPoint}";"";
"Библиотека";"Детская Библиотека №158";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Детская Библиотека №158";"ГБУ г. Москвы «ОКЦ ЮАО». Детская Библиотека №158";"nested data";"nested data";"Префектура Южного административного округа";"Фурсова Марина Петровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день. График работы по адресу ул. Подольских курсантов. д.14. корп.1: закрыто на ремонт.";"kulturauao.ru";"";"";"";"2639269801";"{coordinates=[[37.621744489, 55.60299241], [37.61938951, 55.607198502]], type=MultiPoint}";"";
"Библиотека";"Центральная библиотека №15 имени В. О. Ключевского";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа». Центральная библиотека №15 имени В. О. Ключевского";"ГБУ г. Москвы «ОКЦ ЦАО». Центральная библиотека №15 имени В. О. Ключевского";"nested data";"nested data";"Префектура Центрального административного округа";"Ковальчук Ольга Макарьевна";"исполняющий обязанности руководителя";"nested data";"nested data";"nested data";"nested data";"Библиотека работает по основному графику. Отдел детского развития и творческой личности (г. Москва. Большой Факельный пер.. д. 3. стр. 2): Вторник – суббота 10.00 – 21.00. воскресенье 10.00-20.00. Понедельник - выходной. Отдел краеведения (г. Москва. Большой Факельный пер.. д. 3. стр. 2): Понедельник – пятница 10.00 – 18.30. Суббота. воскресенье – выходной. Санитарный день – последний вторник месяца.

В период с 1 по 8 января 2026 г. библиотека не работает. 
31 декабря 2025 г. 10.00 – 17.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"49";"12000";"49149";"2639269802";"{coordinates=[[37.66368221, 55.742673191]], type=MultiPoint}";"";
"Библиотека";"Библиотека №210 - Культурный центр А. Т. Твардовского";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Западного административного округа». Библиотека №210 - Культурный центр А. Т. Твардовского";"ГБУ г.Москвы «ОКЦ ЗАО». Библиотека №210 - Культурный центр А. Т. Твардовского";"nested data";"nested data";"Префектура Западного административного округа";"Третьякова Ирина Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturazao.ru";"31";"3860";"25288";"2639269807";"{coordinates=[[37.452958585, 55.716060887]], type=MultiPoint}";"";
"Библиотека";"Библиотека №198 им. Б. Л. Пастернака";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Западного административного округа». Библиотека №198 им. Б. Л. Пастернака";"Библиотека №198 им. Б. Л. Пастернака";"nested data";"nested data";"Префектура Западного административного округа";"Шелпакова Елена Владимировна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturazao.ru";"";"";"";"2639269808";"{coordinates=[[37.396619, 55.70949]], type=MultiPoint}";"";
"Библиотека";"Библиотека №61";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Восточного административного округа». Библиотека №61";"ГБУ г. Москвы «ОКЦ СВАО». Библиотека №61";"nested data";"nested data";"Префектура Северо-Восточного административного округа";"Аллахвердян Яна Олеговна";"заведующий";"nested data";"nested data";"nested data";"nested data";"График работы библиотеки по адресу: ул. Коминтерна. д. 6: вторник-суббота12:00-21:00. воскресенье 12:00-18:00. понедельник - выходной. санитарный день — последний вторник месяца.";"культурасвао.рф";"43";"1038";"12700";"2639269809";"{coordinates=[[37.668711585, 55.858476067], [37.676051091, 55.861565624]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №206 им. И. Е. Забелина";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Западного административного округа». Детская библиотека №206 им. И. Е. Забелина";"ГБУ г. Москвы «ОКЦ ЗАО». Детская библиотека №206 им. И. Е. Забелина";"nested data";"nested data";"Префектура Западного административного округа";"Жучкова Лидия Ивановна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturazao.ru";"34";"2707";"21689";"2639269811";"{coordinates=[[37.460280871, 55.723801171]], type=MultiPoint}";"";
"Библиотека";"Библиотека №259";"Государственное бюджетное учреждение города Москвы «Центр досуга и спорта Троицкого и Новомосковского административных округов города Москвы». Библиотека №259";"ГБУ «ЦДС ТиНАО». Библиотека №259";"nested data";"nested data";"Префектура Троицкого и Новомосковского административных округов";"Жестовская Анна Витальевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturatinao.ru";"16";"4847";"41074";"2639269812";"{coordinates=[[37.345774539, 55.601857509]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 82";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека № 82";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека № 82";"nested data";"nested data";"Префектура Восточного административного округа";"Попова Татьяна Петровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"18";"1749";"21800";"2639269813";"{coordinates=[[37.812060546, 55.789150354], [37.80157051, 55.78895822], [37.786264527, 55.790935674]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №35";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северного административного округа». Детская библиотека №35";"ГБУ г. Москвы «ОКЦ САО». Детская библиотека №35";"nested data";"nested data";"Префектура Северного административного округа";"Кузнецова Наталья Сергеевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день";"kulturasao.ru";"";"";"";"2639269814";"{coordinates=[[37.570490073, 55.858789862]], type=MultiPoint}";"";
"Библиотека";"Библиотека №230";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Северо-Западного административного округа». Библиотека №230";"ГБУ г. Москвы «ОКЦ СЗАО». Библиотека №230";"nested data";"nested data";"Префектура Северо-Западного административного округа";"Процкая Александра Михайловна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца";"kulturaszao.ru";"20";"1202";"10965";"2639269815";"{coordinates=[[37.446885919, 55.846372661]], type=MultiPoint}";"";
"Библиотека";"Библиотека №193";"Государственное бюджетное учреждение города Москвы «Мой досуговый центр «Атлант». Библиотека №193";"ГБУ г. Москвы «Атлант». Библиотека №193";"nested data";"nested data";"Префектура Юго-западного административного округа";"Лесных Ольга Николаевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца";"kulturauzao.ru";"53";"6012";"78384";"2639269818";"{coordinates=[[55.567882711, 37.566801494]], type=MultiPoint}";"";
"Библиотека";"Библиотека №163";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Библиотека №163";"ГБУ г. Москвы «ОКЦ ЮАО». Библиотека №163";"nested data";"nested data";"Префектура Южного административного округа";"Кирьянова Людмила Николаевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последняя пятница месяца - санитарный день. Детское отделение по адресу 3-й Павловский переулок д.14 работает по графику вт.-сб. - 10:00-21:00. вс. - 10:00-20:00. пн. - выходной";"kulturauao.ru";"490";"69600";"504200";"2639269822";"{coordinates=[[37.629473316, 55.718474972], [37.642087991, 55.708859227]], type=MultiPoint}";"";
"Библиотека";"Библиотека №204 - Центр культурного наследия Н. С. Гумилева";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Западного административного округа». Библиотека №204 - Центр культурного наследия Н. С. Гумилева";"ГБУ г. Москвы «ОКЦ ЗАО». Библиотека №204 - Центр культурного наследия Н. С. Гумилева";"nested data";"nested data";"Префектура Западного административного округа";"Кишиневский Ефим Семенович";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца";"kulturazao.ru";"20";"2330";"15002";"2639269823";"{coordinates=[[37.461324167, 55.717905569]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №133";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Детская библиотека №133";"ГБУ г. Москвы «ОКЦ ЮВАО». Детская библиотека №133";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Зорин Павел Юрьевич";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца - санитарный день.";"cbsuvao.ru";"125";"1370";"20918";"2639269825";"{coordinates=[[37.761417842, 55.657839191]], type=MultiPoint}";"";
"Библиотека";"Детская библиотека №71";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Детская библиотека №71";"ГБУ г. Москвы «ОКЦ ВАО». Детская библиотека №71";"nested data";"nested data";"Префектура Восточного административного округа";"Карпачёва Вера Ивановна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"33";"1047";"7197";"2639269829";"{coordinates=[[37.819058513, 55.817163666]], type=MultiPoint}";"";
"Библиотека";"Библиотека №107";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Юго-Восточного административного округа». Библиотека №107";"ГБУ г. Москвы «ОКЦ ЮВАО». Библиотека №107";"nested data";"nested data";"Префектура Юго-восточного административного округа";"Пилипенко Наталия Николаевна";"исполняющий обязанности руководителя";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца – санитарный день.";"cbsuvao.ru";"52";"474";"7822";"2639269830";"{coordinates=[[37.751697516, 55.7356906], [37.756958636, 55.731825313]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 86";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека № 86";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека № 86";"nested data";"nested data";"Префектура Восточного административного округа";"Герасимова Дарья Александровна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день - последний вторник месяца.";"kulturavao.ru";"31";"589";"7258";"2639269835";"{coordinates=[[37.769996929, 55.791335286], [37.769661653, 55.798138609]], type=MultiPoint}";"";
"Библиотека";"Библиотека №77";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Восточного административного округа». Библиотека №77";"ГБУ г. Москвы «ОКЦ ВАО». Библиотека №77";"nested data";"nested data";"Префектура Восточного административного округа";"Полунина Олеся Вячеславовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца";"kulturavao.ru";"9";"1306";"11885";"2639269838";"{coordinates=[[37.805145287, 55.794517176], [37.805203, 55.793971]], type=MultiPoint}";"";
"Библиотека";"Библиотека № 9 имени Н.В. Гоголя";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Центрального административного округа». Центральная библиотека №9 имени Н. В. Гоголя";"ГБУ г. Москвы «ОКЦ ЦАО». Библиотека №9 имени Н. В. Гоголя";"nested data";"nested data";"Префектура Центрального административного округа";"Донская Татьяна Викторовна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Последний вторник месяца – санитарный день.

В период с 1 по 8 января 2026 г. библиотека не работает. 
31 декабря 2025 г. 10.00 – 17.00
9 января 2026 г. 12.00 – 20.00
10 января 2026 г. 12.00 – 20.00
11 января 2026 г. 12.00 – 20.00";"kulturacao.ru";"10";"5250";"27393";"2639269848";"{coordinates=[[37.581525807, 55.770749754]], type=MultiPoint}";"";
"Библиотека";"Библиотека №164 «Просвещение трудящихся»";"Государственное бюджетное учреждение города Москвы «Объединение культурных и досуговых центров Южного административного округа». Библиотека №164 «Просвещение трудящихся»";"ГБУ г. Москвы «ОКЦ ЮАО». Библиотека №164 «Просвещение трудящихся»";"nested data";"nested data";"Префектура Южного административного округа";"Шекурова Ульяна Валерьевна";"заведующий";"nested data";"nested data";"nested data";"nested data";"Санитарный день: последний вторник месяца";"kulturauao.ru";"28";"4507";"39858";"2639269852";"{coordinates=[[37.608022139, 55.717544558]], type=MultiPoint}";"";
